entity:ID,name,:LABEL
e86,怡峰,my_entity
e87,USS Leyte;,my_entity
e88,即苏北指挥部第3纵队第7团,my_entity
e89,莒县中楼镇五楼山前村,my_entity
e90,1887年6月9日,my_entity
e91,陈位拔,my_entity
e92,黄有齐,my_entity
e93,詹姆斯·K.波尔克，安东尼奥·洛佩兹·德圣安纳,my_entity
e94,刘尤源,my_entity
e95,4.5磅（2kg）,my_entity
e96,收复边界城邑三州十七县,my_entity
e97,美国空军训练,my_entity
e98,唐军、萧铣,my_entity
e99,新加坡“普赖默斯”自行榴弹炮,my_entity
e100,1978～1988年,my_entity
e101,蒙古正黄旗,my_entity
e102,袁礼和,my_entity
e103,蒋子青,my_entity
e104,原赤卫队连长,my_entity
e105,1949年10月18日到10月26日,my_entity
e106,Nicolas Joseph Cughot,my_entity
e107,字景高,my_entity
e108,ZU-23-2 式,my_entity
e109,Nicolas Chauvin,my_entity
e110,南新乡秀桥村,my_entity
e111,新型阿玛塔(Armata)坦克为基础,my_entity
e112,唐述棣,my_entity
e113,叶王,my_entity
e114,小角度直接射击能力,my_entity
e115,姜礼淮,my_entity
e116,埃及与叙利亚，以色列,my_entity
e117,1991年10月3日,my_entity
e118,东平郡开国公,my_entity
e119,龙骧号轻型舰队航母,my_entity
e120,姚细细,my_entity
e121,约640m/s,my_entity
e122,1890年9月21日,my_entity
e123,美国M193式5.56mm步枪弹,my_entity
e124,传染病发生和传播的原因及规律,my_entity
e125,善智,my_entity
e126,意大利青年扈从队,my_entity
e127,五代时期,my_entity
e128,;371 mm,my_entity
e129,日本高月级驱逐舰,my_entity
e130,1967年3月29日,my_entity
e131,创办漯河第一家煤厂,my_entity
e132,彼得·阿列克谢耶维奇·别利克,my_entity
e133,1974年12月6日,my_entity
e134,224毫米,my_entity
e135,空降兵,my_entity
e136,祥凤号航空母舰,my_entity
e137,服役年龄18至35岁,my_entity
e138,暗剑无人机,my_entity
e139,Type 2001 4.5mm air rifle,my_entity
e140,SA-5“甘蒙”，“萨姆5”,my_entity
e141,地下工作者,my_entity
e142,瑞士lemanarc建筑及城市规划设计事务所,my_entity
e143,洪金南,my_entity
e144,《喀拉海和西伯利亚海冰》,my_entity
e145,负责联系,my_entity
e146,巴西海德罗尔冶金工业公司,my_entity
e147,1939年(民国二十八年)7月,my_entity
e148,;Hengben;Group,my_entity
e149,李云香,my_entity
e150,被授予空军主帅军衔,my_entity
e151,费广余,my_entity
e152,乌赛努·达博,my_entity
e153,7.62×39mm,my_entity
e154,1841～44年,my_entity
e155,张星江,my_entity
e156,Bf110战斗机,my_entity
e157,1967年2月,my_entity
e158,泰安烈士,my_entity
e159,福建省莆田市涵江区庄边乡吉云村,my_entity
e160,第三次全国高考,my_entity
e161,112人,my_entity
e162,向宠,my_entity
e163,蒋朝品,my_entity
e164,14呎,my_entity
e165,公元？,my_entity
e166,1803,my_entity
e167,广东省惠阳县淡水镇人,my_entity
e168,;Messerschmitt A.G.,my_entity
e169,英国、德国、意大利,my_entity
e170,约翰·康纳利（简称）、康纳利州长（通用）,my_entity
e171,OT-130,my_entity
e172,Step Frequency 3D Radar,my_entity
e173,民国二十六年,my_entity
e174,张岱通,my_entity
e175,月光式战斗机,my_entity
e176,90-130米,my_entity
e177,全称:外大气层截杀载具，大气层外杀伤飞行体(EKV),my_entity
e178,吉林榆树,my_entity
e179,AK100系列自动步枪,my_entity
e180,施朝虎,my_entity
e181,米格-25战斗机,my_entity
e182,机械噪声与振动较小,my_entity
e183,肖埂孟,my_entity
e184,摩托艇，帆船，游艇，船用五金，工作艇，帆船橡皮艇等,my_entity
e185,方升堂,my_entity
e186,陈庭梅,my_entity
e187,提高警力的总体水平,my_entity
e188,AS90自行榴弹炮,my_entity
e189,武官,my_entity
e190,石志本,my_entity
e191,捷联式惯性制导方式,my_entity
e192,德宗还京,my_entity
e193,鲍林成,my_entity
e194,复合剑,my_entity
e195,东风-2短程弹道导弹,my_entity
e196,SR-10教练机,my_entity
e197,1919年1月,my_entity
e198,福建省福鼎县前岐乡西宅村,my_entity
e199,75毫米,my_entity
e200,等离子武器,my_entity
e201,黎水仂,my_entity
e202,近卫歼击航空兵第176团,my_entity
e203,Northern Virginia Campaign,my_entity
e204,防枪弹和有害液体,my_entity
e205,CN11-1105/K,my_entity
e206,雅克布·范·赫姆斯科克级护卫舰,my_entity
e207,;7.62 毫米(mm),my_entity
e208,作战指挥控制通信系统,my_entity
e209,P1000超级坦克,my_entity
e210,2005年10月01日,my_entity
e211,宋元嘉九年,my_entity
e212,占据河南称帝,my_entity
e213,张巨和,my_entity
e214,动作、剧情、历史,my_entity
e215,用红、白、蓝三种颜色绘制的雷鸟,my_entity
e216,34.64 km,my_entity
e217,BB-58,my_entity
e218,贵阳师范学院,my_entity
e219,易乾成,my_entity
e220,中央军校第一分校,my_entity
e221,648年,my_entity
e222,武警中将警军衔,my_entity
e223,64,my_entity
e224,1923年1月8日,my_entity
e225,5.5马赫超音速导弹,my_entity
e226,福建省连江县官坂乡下濂村,my_entity
e227,射击武器在单位时间内发射的弹数,my_entity
e228,温天长,my_entity
e229,延集村,my_entity
e230,1933年11月参加革命,my_entity
e231,游击队长,my_entity
e232,福建省连江县丹阳镇溪尾村,my_entity
e233,男�\x01\x14\x02,my_entity
e234,8.10 kg,my_entity
e235,1903年5月14日,my_entity
e236,樊冲乡,my_entity
e237,Abyss gundam,my_entity
e238,吴先筹,my_entity
e239,瓦尔特·冯·布劳希奇,my_entity
e240,87毫米,my_entity
e241,1984年5月,my_entity
e242,Anshan destroyer,my_entity
e243,林益义,my_entity
e244,1554,my_entity
e245,原广西壮族自治区政治协商会议副主席,my_entity
e246,三等靖海侯,my_entity
e247,王进成,my_entity
e248,SUN LONGZHEN,my_entity
e249,聂士成,my_entity
e250,徐善乃,my_entity
e251,周鲁行,my_entity
e252,95-1班用枪族,my_entity
e253,徐胜洲,my_entity
e254,陆松祥,my_entity
e255,对地作战，反舰作战，近空支援,my_entity
e256,18万德国马克,my_entity
e257,崔荣营;,my_entity
e258,T30重型坦克,my_entity
e259,1996年6月23日,my_entity
e260,日本89式突击步枪,my_entity
e261,检查保养，分行驶前检查,my_entity
e262,沃尔特.冈特，齐格弗利特.冈特,my_entity
e263,新四军，日军,my_entity
e264,温水木,my_entity
e265,蓝剑突击队,my_entity
e266,韵珊,my_entity
e267,国民党，共产党,my_entity
e268,提高T系列坦克的火控能力,my_entity
e269,中国人民抗日军政大学,my_entity
e270,空军中将,my_entity
e271,T65突击步枪,my_entity
e272,弹药基数,my_entity
e273,Coffee Mill Gun,my_entity
e274,1200余架,my_entity
e275,邱让栋,my_entity
e276,李大瘦,my_entity
e277,米格-17ПФ战斗机,my_entity
e278,1954-1,my_entity
e279,浙江省宁海县王爱乡（今属岔路镇）西山村,my_entity
e280,30名,my_entity
e281,余广汉,my_entity
e282,韩习,my_entity
e283,邱作仙,my_entity
e284,步兵为主，炮兵与步兵协调一致,my_entity
e285,陈朋周,my_entity
e286,1945年5月17日,my_entity
e287,日军获胜,my_entity
e288,华盛顿杜勒斯机场,my_entity
e289,约1790,my_entity
e290,塙直之,my_entity
e291,YMS-16M,my_entity
e292,2013年6月6-8日,my_entity
e293,胶东抗粮军,my_entity
e294,福建省寿宁县大安乡溪潭村,my_entity
e295,2011．6,my_entity
e296,新N,my_entity
e297,陈敬轩,my_entity
e298,巨型游艇,my_entity
e299,作战距离远,my_entity
e300,Messerschmitt AG,my_entity
e301,印度大地型地地战术导弹,my_entity
e302,3376千米/时,my_entity
e303,2142英吨，2176.4吨,my_entity
e304,LAV装甲修理和抢救车,my_entity
e305,AC-47 Spooky,my_entity
e306,9787506661034,my_entity
e307,狼五叔,my_entity
e308,白星眼,my_entity
e309,刘峙,my_entity
e310,范景蘧,my_entity
e311,纪念邮票,my_entity
e312,新疆维吾尔自治区塔城县,my_entity
e313,chemical warfare agent poisoning,my_entity
e314,烈士墓,my_entity
e315,Revolutionary Front for an Independent East Timor,my_entity
e316,215kg,my_entity
e317,59 英尺,my_entity
e318,1968,my_entity
e319,不列颠陆军 、伊丽莎白女王,my_entity
e320,日本海军兵学校,my_entity
e321,滑翔装甲,my_entity
e322,Decisive flag,my_entity
e323,大云院仙严,my_entity
e324,;1942年6月,my_entity
e325,VictoriaKaiSha,my_entity
e326,余祖胜,my_entity
e327,伊尔-20侦察机,my_entity
e328,狙击、潜水、徒手格斗和跳伞,my_entity
e329,;Clubman,my_entity
e330,1967年-1977年,my_entity
e331,配属装备的国产化程度高,my_entity
e332,摧毁尤里的基地,my_entity
e333,肖志钰,my_entity
e334,ToxinTractor,my_entity
e335,极·轰天,my_entity
e336,道格拉斯海豚,my_entity
e337,成都中央军校,my_entity
e338,1927年12月06日,my_entity
e339,Court,my_entity
e340,2.85米;,my_entity
e341,部队测绘勤务,my_entity
e342,贵州省观音山,my_entity
e343,SAN网络存储,my_entity
e344,T鸟（T-Bird）,my_entity
e345,飞行速度可达M数6.7,my_entity
e346,钟纪善,my_entity
e347,商汤灭昆吾之战,my_entity
e348,1912～1917年,my_entity
e349,1893年2月15日,my_entity
e350,AAT-52通用机枪,my_entity
e351,曹魏（邓艾军）、蜀汉（姜维军、胡济军）,my_entity
e352,宕渠之战,my_entity
e353,220mm,my_entity
e354,“闪电”级船坞登陆舰,my_entity
e355,15 ～ 5500 米,my_entity
e356,RDS-220氢弹,my_entity
e357,临泉县,my_entity
e358,缅北地区,my_entity
e359,池振亮,my_entity
e360,中国VN1型轮式步兵战车,my_entity
e361,江南级,my_entity
e362,Joyeux Noel,my_entity
e363,吴习初,my_entity
e364,50m,my_entity
e365,禤超良,my_entity
e366,35 mm,my_entity
e367,1931年3月,my_entity
e368,公元前404年,my_entity
e369,“爱立眼”（Erieye）雷达系统,my_entity
e370,南京军校,my_entity
e371,中国IDF战斗机,my_entity
e372,镇海县邬隘乡先锋村,my_entity
e373,缪长贵,my_entity
e374,原名井泉，字文渊，笔名侠魔,my_entity
e375,西北风级两栖攻击舰,my_entity
e376,辽东战役,my_entity
e377,1458架以上,my_entity
e378,沙家浜连,my_entity
e379,防护巡洋舰,my_entity
e380,多米尼恩制造公司,my_entity
e381,告诉我们什么时候做和怎样作,my_entity
e382,荣成市大疃镇大泥沟村,my_entity
e383,South Dakota class battleship,my_entity
e384,2012年2月13日,my_entity
e385,连,my_entity
e386,湖北宜昌,my_entity
e387,英国军队和西藏人民,my_entity
e388,福建省龙岩县（今龙岩市新罗区）东肖镇,my_entity
e389,1958年4月,my_entity
e390,谢允江,my_entity
e391,1913年1月10日,my_entity
e392,68架,my_entity
e393,瓦萨王朝,my_entity
e394,福建省古田县凤埔乡东溪村,my_entity
e395,近程反导舰炮,my_entity
e396,魏存良,my_entity
e397,3900海里/10节,my_entity
e398,黄宋良,my_entity
e399,口腔呼出的气体为动力,my_entity
e400,刁景纯,my_entity
e401,扎斯塔瓦武器公司,my_entity
e402,广西陆川,my_entity
e403,.32英寸,my_entity
e404,是在2002年,my_entity
e405,约翰·约瑟夫·潘兴等,my_entity
e406,前南斯拉夫博罗沃3式防弹衣,my_entity
e407,孙克恂,my_entity
e408,武警擒敌拳,my_entity
e409,18世纪中到19世纪末,my_entity
e410,中共北师大支部书记,my_entity
e411,林良能,my_entity
e412,今湖北京山,my_entity
e413,Soar Dragon,my_entity
e414,1527年,my_entity
e415,891.85平方千米,my_entity
e416,布雷达Ba.201俯冲轰炸机,my_entity
e417,tog2,my_entity
e418,丁云鹤,my_entity
e419,盐城号导弹护卫舰,my_entity
e420,波兰战役,my_entity
e421,FN FNC 5.56mm Assault Rifle,my_entity
e422,文学评论家,my_entity
e423,第35航空中队,my_entity
e424,米格25战斗机,my_entity
e425,中共第七次全国代表大会代表,my_entity
e426,二战德国,my_entity
e427,福建省罗源县松山乡上杭村,my_entity
e428,江西兴国杰村,my_entity
e429,YAL-1机载激光系统,my_entity
e430,李云奇,my_entity
e431,РПО_喷火器 РПО Огнемёт,my_entity
e432,Thompson Submachinegun,my_entity
e433,林汝水,my_entity
e434,军事模拟仿真,my_entity
e435,solid-propellant missile,my_entity
e436,CBJ-MS PDW,my_entity
e437,莫辛纳甘M91-30狙击步枪,my_entity
e438,加帕尔那斯尔,my_entity
e439,2008年起,my_entity
e440,1893年6月22日,my_entity
e441,吴炎九,my_entity
e442,美国内战,my_entity
e443,667BDR型战略核潜艇,my_entity
e444,部队、政府、金融等,my_entity
e445,公元489年,my_entity
e446,石志坤,my_entity
e447,杨开赞,my_entity
e448,1932.7,my_entity
e449,1878年1月17日,my_entity
e450,活塞动力,my_entity
e451,旧日本帝国海军联合舰队战败,my_entity
e452,谢志起,my_entity
e453,陈兴衍,my_entity
e454,奥地利、普鲁士,my_entity
e455,陕西安康,my_entity
e456,20.2米,my_entity
e457,陈依水,my_entity
e458,杨树鹏,my_entity
e459,215年,my_entity
e460,却日布,my_entity
e461,1943 年11 月5 日,my_entity
e462,余守则,my_entity
e463,陈义传,my_entity
e464,菲利普·亚历山德罗维奇·阿加利佐夫,my_entity
e465,黑龙江公安警官职业学院,my_entity
e466,湖南澧县,my_entity
e467,2008年7月1日,my_entity
e468,1934年8月,my_entity
e469,斯佩伯爵海军上将,my_entity
e470,1937年;,my_entity
e471,朱宝廷,my_entity
e472,陈依黁,my_entity
e473,胡祥湛,my_entity
e474,五区石溪乡村苏宣传员,my_entity
e475,1908年;,my_entity
e476,阿尔泰”主战坦克,my_entity
e477,刘伯坚,my_entity
e478,Chinese scouts,my_entity
e479,孙康济,my_entity
e480,Sarath Fonseka,my_entity
e481,麦格农手枪,my_entity
e482,恩斯多夫级扫雷舰,my_entity
e483,印度伞兵团,my_entity
e484,限制战略武器谈判,my_entity
e485,AA—8空空导弹,my_entity
e486,军人基本丧失劳动能力鉴定标准,my_entity
e487,张德宰,my_entity
e488,江西省萍乡市,my_entity
e489,吴绍枝,my_entity
e490,蓝观华,my_entity
e491,かわちがたせんかん,my_entity
e492,萨尔浒之战、丁卯胡乱,my_entity
e493,巴多格利奥,my_entity
e494,德国威廉－布烈奈克公司,my_entity
e495,斗魂,my_entity
e496,坦克第一学校，军事学院指挥系,my_entity
e497,林有顺,my_entity
e498,北京大学中关新园管理部财务部采购专员,my_entity
e499,中国陆军骑兵军刀,my_entity
e500,8位,my_entity
e501,林宏宝,my_entity
e502,刘珍,my_entity
e503,1 9 3 7年3月,my_entity
e504,AMD Fusion APU E2-1800,my_entity
e505,Александр Ильич Егоров,my_entity
e506,位列德川十六神将之一,my_entity
e507,1927年至1928年,my_entity
e508,谢治宜,my_entity
e509,瓦剌军10万、明军2万,my_entity
e510,Запад-81,my_entity
e511,96.5,my_entity
e512,智利国旗,my_entity
e513,苏维埃空战战术之父,my_entity
e514,Fromm，Friedrich,my_entity
e515,57式44MM火箭筒,my_entity
e516,马利诺夫斯基装甲兵学院,my_entity
e517,手工,my_entity
e518,李清业,my_entity
e519,综合型,my_entity
e520,1938年6月28日,my_entity
e521,460mm,my_entity
e522,卓秋元,my_entity
e523,山东省泰西县,my_entity
e524,广东省梅州大埔县百侯镇侯南村,my_entity
e525,备选方案,my_entity
e526,碰快船或者快碰船,my_entity
e527,1995年9月6日,my_entity
e528,1996年3月18日,my_entity
e529,陆世良,my_entity
e530,台湾附属各岛屿,my_entity
e531,Steyr_9mm_Tactical Machine Pistol_(TMP),my_entity
e532,伊朗上古时期的神话传说,my_entity
e533,黄大鼻,my_entity
e534,190马力,my_entity
e535,浙江萧山,my_entity
e536,俄国的斯摩棱斯克,my_entity
e537,张正男,my_entity
e538,ShKAS7.62mm航空机枪,my_entity
e539,;大兴乡一村,my_entity
e540,马财茂,my_entity
e541,陈曦,my_entity
e542,侦察机、预警机,my_entity
e543,中国09式狙击步枪,my_entity
e544,paper,my_entity
e545,武警,my_entity
e546,多警联勤,my_entity
e547,德国毛瑟9mm手枪弹,my_entity
e548,中近程防空导弹,my_entity
e549,1888年5月25日,my_entity
e550,贺疯子,my_entity
e551,铁扇,my_entity
e552,1995年2月2日,my_entity
e553,人民解放军第四野战军一部，国民党军队,my_entity
e554,以色列军事工业公司,my_entity
e555,斯帕德SPAD XIII 单座双翼战斗机,my_entity
e556,韦云起严明军纪,my_entity
e557,美国EFV两栖远征战车,my_entity
e558,德国第一兵工厂,my_entity
e559,0.7万吨-1.5万吨,my_entity
e560,法国海军军官,my_entity
e561,400 m,my_entity
e562,5类,my_entity
e563,MAB_D式_7.65mm_手枪,my_entity
e564,兵舰大小共计26艘,my_entity
e565,新昌县回山镇回山村,my_entity
e566,曾昭为,my_entity
e567,允禩、阿其那,my_entity
e568,使用最广泛的一种铠甲,my_entity
e569,兰州,my_entity
e570,黑洞炸弹,my_entity
e571,保卫首都和支援地面部队,my_entity
e572,悦绾,my_entity
e573,十四国海上阅兵,my_entity
e574,谢灯桂,my_entity
e575,蒙古十字军,my_entity
e576,157米/秒,my_entity
e577,1942年1月,my_entity
e578,和小江、彭相泰,my_entity
e579,衡阳市衡东县莫井乡,my_entity
e580,明雄山战斗,my_entity
e581,total system,my_entity
e582,A-2攻击机(公司）,my_entity
e583,97式军鞋（靴）,my_entity
e584,武田军伤亡1万人，织田·德川联军伤亡6000人,my_entity
e585,ChengYiBin,my_entity
e586,闵季连,my_entity
e587,胡义桂,my_entity
e588,瑞典陆军PSG90,my_entity
e589,XM8轻型突击步枪,my_entity
e590,无尾飞翼气动技术,my_entity
e591,欧盟管辖下的金融服务提供者,my_entity
e592,尼古拉·格里戈利耶维奇·利亚先科;,my_entity
e593,1876年1月16日,my_entity
e594,坊之岬,my_entity
e595,徐进桂,my_entity
e596,齐哲仁,my_entity
e597,朱国勤,my_entity
e598,Shaanxi Province Service Center for Scholarly Exchange,my_entity
e599,80式主战坦克,my_entity
e600,“先驱”号水文测量船,my_entity
e601,Panzerkampfwagen IV,my_entity
e602,未取得决定性成果,my_entity
e603,万地长宝,my_entity
e604,头补乡通兴村,my_entity
e605,上海博物馆,my_entity
e606,防护鱼雷巡洋舰,my_entity
e607,河北省武强,my_entity
e608,福建省南安县,my_entity
e609,湖北均州武当（今均县）,my_entity
e610,久隆镇,my_entity
e611,东云型驱逐舰,my_entity
e612,Boeing 787 Dreamliner,my_entity
e613,日本侵略军.,my_entity
e614,126000,my_entity
e615,400 m/s,my_entity
e616,宝藏寺久雄,my_entity
e617,后汉重臣,my_entity
e618,《神府红军游击队》,my_entity
e619,南非AC100(6*6)轮式水陆步兵战车,my_entity
e620,陶反坦克导弹,my_entity
e621,王容春,my_entity
e622,河北省高邑县,my_entity
e623,1815,my_entity
e624,容正雄,my_entity
e625,";轻载8,801吨,",my_entity
e626,普莱斯，尤里，肥皂，睡魔，寒霜，马卡洛夫,my_entity
e627,樊法汉,my_entity
e628,涂屏南,my_entity
e629,祝炎,my_entity
e630,山西省沁源县,my_entity
e631,元贞,my_entity
e632,中国人民解放军第52军,my_entity
e633,全球最大的电子信息监控台,my_entity
e634,金仁燮,my_entity
e635,20节,my_entity
e636,美国空军第193特种作战大队,my_entity
e637,AR15,my_entity
e638,1914,my_entity
e639,李讷,my_entity
e640,超级航母,my_entity
e641,（Grapeshot）,my_entity
e642,王来弟,my_entity
e643,法国航空航天工业协会,my_entity
e644,西西里晚钟事件,my_entity
e645,阿尔伯莱希特·华伦斯坦,my_entity
e646,孟潇,my_entity
e647,杨应峰,my_entity
e648,专项检查,my_entity
e649,反战车格林戴尔,my_entity
e650,13700吨,my_entity
e651,艾迪生，J.,my_entity
e652,苗天行,my_entity
e653,英国保罗P.82“挑战者”战斗机,my_entity
e654,1993年7月7日,my_entity
e655,;: 稀有装备,my_entity
e656,4.15mm,my_entity
e657,解放军三野第十兵团，（李良荣）（胡琏）兵团,my_entity
e658,张鲁,my_entity
e659,陈恩武,my_entity
e660,孔儒林,my_entity
e661,扑克牌中队,my_entity
e662,Yan Zhentai,my_entity
e663,平舆县清河街道老围子村,my_entity
e664,MK-50反潜鱼雷,my_entity
e665,电子个人武器,my_entity
e666,季士海,my_entity
e667,姜善度,my_entity
e668,梁希桃,my_entity
e669,大水泊镇场南,my_entity
e670,王玉瓒,my_entity
e671,丛林猛虎,my_entity
e672,赵老祝,my_entity
e673,大正11式轻机枪,my_entity
e674,福建省龙岩县江山乡铜钵村人,my_entity
e675,Vũ Văn Uyên,my_entity
e676,丁宗宪,my_entity
e677,歼击机之王,my_entity
e678,“百日行动”统一行动等,my_entity
e679,厚实坚固,my_entity
e680,1936年11月－1936年12月,my_entity
e681,1965-1985 （65式系列）,my_entity
e682,吴承庭,my_entity
e683,中国辽宁省大连市,my_entity
e684,PSS无声手枪,my_entity
e685,钟清先,my_entity
e686,约翰·弗伦奇,my_entity
e687,福建省福鼎县前岐乡后洋村,my_entity
e688,多米尼加共和国,my_entity
e689,1916.10,my_entity
e690,1891～1896,my_entity
e691,金万权,my_entity
e692,原红十七师担架员,my_entity
e693,许朗轩,my_entity
e694,一种大型风帆战船,my_entity
e695,陈名福,my_entity
e696,韦旭人,my_entity
e697,1934年7月7日,my_entity
e698,6800GP、2880CP,my_entity
e699,陈六保,my_entity
e700,1938年,my_entity
e701,1912年阴11月25日,my_entity
e702,原乡苏妇女代表,my_entity
e703,Void Ray,my_entity
e704,美国海军作战部长,my_entity
e705,浙江奉化,my_entity
e706,冬季战争,my_entity
e707,1940年f,my_entity
e708,日本投降，故未实施,my_entity
e709,甘肃省天水市,my_entity
e710,"中国,日本",my_entity
e711,唐朝著名番将 朔方节度使,my_entity
e712,陈传隆,my_entity
e713,陈家镇,my_entity
e714,1979年2月19日,my_entity
e715,医护兵,my_entity
e716,亚伯拉罕·林肯号航空母舰,my_entity
e717,字剑衡,my_entity
e718,朝廷军约6千人/叛军约1万余人,my_entity
e719,保罗·蒂贝茨,my_entity
e720,戚贵峰,my_entity
e721,保证了盟军在中东战胜法西斯。,my_entity
e722,字贞吉，号瀑泉,my_entity
e723,甘思敖,my_entity
e724,岱山岛号船,my_entity
e725,1983年1月7日,my_entity
e726,马培荪,my_entity
e727,银白，表面光滑，反光,my_entity
e728,1999年3月24日—1999年6月10日,my_entity
e729,士兵之歌,my_entity
e730,AK-1030近防反导舰炮,my_entity
e731,S180,my_entity
e732,俄罗斯“刺鳐”轰炸机,my_entity
e733,肖来仁,my_entity
e734,广东德庆,my_entity
e735,王希山,my_entity
e736,李想德,my_entity
e737,危时程序法,my_entity
e738,南昌市苏圃路南昌二中内,my_entity
e739,ORB-01,my_entity
e740,中国人民革命军事博物馆出品,my_entity
e741,尹昌辅,my_entity
e742,必须有强健的体魄,my_entity
e743,西奈半岛和戈兰高地,my_entity
e744,83mm,my_entity
e745,虹桥机场之战,my_entity
e746,北宋获胜,my_entity
e747,74人,my_entity
e748,1985年11月24日,my_entity
e749,"37,500千克",my_entity
e750,12,my_entity
e751,兰保景,my_entity
e752,45吨,my_entity
e753,1774年7月20日,my_entity
e754,黄茅区乡赤卫,my_entity
e755,"Job-WilhelmGeorg""Erwin""vonWitzleben",my_entity
e756,肖相怡,my_entity
e757,前线委员会,my_entity
e758,2003年5月11日,my_entity
e759,永平十八年二月,my_entity
e760,岩头事件,my_entity
e761,0.785 kg,my_entity
e762,;GAR-1,my_entity
e763,屋大维,my_entity
e764,20万,my_entity
e765,御夫驱逐战车,my_entity
e766,李梓雄,my_entity
e767,授左卫将军、驸马都尉，迁密州观察使,my_entity
e768,刘振策,my_entity
e769,10.9米,my_entity
e770,BERETTA Px4,my_entity
e771,9787515507712,my_entity
e772,别兵曹,my_entity
e773,善胜,my_entity
e774,1933.11,my_entity
e775,秦穆公，晋惠公,my_entity
e776,平定叛乱 梁武帝父亲,my_entity
e777,957年至1963年期间出任英国首相、1960年起任牛津大学校长,my_entity
e778,江寿永,my_entity
e779,龙骨、旁龙骨、肋骨等构成,my_entity
e780,Chen Dongyao,my_entity
e781,内陆干旱半干旱气候,my_entity
e782,公元前 480年8月11日,my_entity
e783,方兆林,my_entity
e784,1942年7月—1943年1月,my_entity
e785,苏聋子,my_entity
e786,军分区,my_entity
e787,902 毫米(mm),my_entity
e788,Joe Hickey,my_entity
e789,公安局,my_entity
e790,3种,my_entity
e791,德国MP38式9MM冲锋枪,my_entity
e792,：36.8吨,my_entity
e793,宋朝查遣类军官,my_entity
e794,T-84-120,my_entity
e795,561年,my_entity
e796,纽伦堡国际军事法庭,my_entity
e797,2000年5月6日,my_entity
e798,郭志育,my_entity
e799,顾士多,my_entity
e800,尉迟融,my_entity
e801,阿尔及利亚空降战,my_entity
e802,冯兴贤,my_entity
e803,瑞士SSG3000式狙击步枪,my_entity
e804,领空,my_entity
e805,美国陆军第8集团军,my_entity
e806,林清位,my_entity
e807,英语、粤语、索马里语,my_entity
e808,M36 tank destroyer,my_entity
e809,萧综 萧讃,my_entity
e810,工程兵,my_entity
e811,中队活动,my_entity
e812,陈振月,my_entity
e813,樊笑涵,my_entity
e814,578年,my_entity
e815,原中国国民党,my_entity
e816,1941年5月6日,my_entity
e817,无线电静默、雷达伪装等,my_entity
