胡大目,中文名,胡大目
胡大目,国籍,中国
胡大目,民族,汉
胡大目,出生地,中国
“不屈”级弹道导弹核潜艇,中文名称,可畏级战略核潜艇
“不屈”级弹道导弹核潜艇,英文名称,Redoutable;class submarine
“不屈”级弹道导弹核潜艇,研制时间,1958年-1964年
“不屈”级弹道导弹核潜艇,国家,法国
“不屈”级弹道导弹核潜艇,下水时间,1967年3月29日
“不屈”级弹道导弹核潜艇,前型/级,本级为首型
明心镜,中文名,明心镜
明心镜,逝世日期,1932年
明心镜,职业,隆木暴动队员
法国追风级轻型护卫舰,中文名,法国追风级轻型护卫舰
法国追风级轻型护卫舰,外文名,DCNS
法国追风级轻型护卫舰,时代,21世纪
法国追风级轻型护卫舰,中文名,法国追风级轻型护卫舰
法国追风级轻型护卫舰,外文名,DCNS
法国追风级轻型护卫舰,时代,21世纪
丰国炳,外文名,Feng Guobing
丰国炳,国籍,中国
丰国炳,出生日期,1963年
丰国炳,性别,男
丰国炳,学历,硕士
张越群,中文名,张越群
张越群,出生日期,1907年
张越群,毕业院校,南京中央军校
张崇正,中文名,张崇正
张崇正,国籍,中国
张崇正,逝世日期,1951年1月16日
张崇正,毕业院校,中国共产党
刘太佳,中文名,刘太佳
刘太佳,参加革命时间,1930年
刘太佳,牺牲时间,1930年
刘太佳,牺牲地点,牛角湾
陈育景,中文名,陈育景
陈育景,逝世日期,1934年
陈育景,参加革命时间,1931年
陈育景,生前职务,县政府文书
于炳杰,中文名,于炳杰
于炳杰,职业,常州市消防支队金坛市大队副大队长
于炳杰,毕业院校,省消防学校
尚思光,中文名,尚思光
尚思光,国籍,中国
尚思光,出生日期,;1914;
尚思光,逝世日期,2012.08.07
于炳杰,主要成就,曾获“全国优秀共产党员”称号
丰国炳,中文名,丰国炳
大庆舰,中文名称,大庆号护卫舰
大庆舰,英文名称,Daqing Frigate
大庆舰,次型/级,054B型护卫舰
大庆舰,国家,中国
大庆舰,舰艇类型,054A型导弹护卫舰
大庆舰,前型/级,054型护卫舰
刘赞朝,中文名,刘赞朝
刘赞朝,逝世日期,1931年8月
刘赞朝,参加革命时间,1930年
刘赞朝,生前职务,乡土地委员
俄罗斯安-22运输机,中文名,俄罗斯安-22运输机
俄罗斯安-22运输机,产地,俄罗斯
俄罗斯安-22运输机,试飞时间,1965年2月27日
俄罗斯安-22运输机,容积,640立方米
萧阿反,中文名,萧阿反
萧阿反,出生地,福建省古田县凤都镇石坑村
萧阿反,逝世日期,－1948
萧阿反,出生日期,1926
王永浚,中文名,王永浚
王永浚,国籍,中国
王永浚,出生地,湖南衡阳
王永浚,出生日期,1908年
王永浚,逝世日期,2003年1月5日
王永浚,职业,军人
王永浚,毕业院校,群治法律大学
王永浚,军衔,少将（1955年）
王永浚,民族,汉族
吴修功,中文名,吴修功
吴修功,国籍,中国
吴修功,出生日期,1944年10月
战士Ⅱ级导弹艇,中文名称,战士Ⅱ级导弹潜艇
战士Ⅱ级导弹艇,英文名称,warrior儿
战士Ⅱ级导弹艇,次型/级,战士Ⅲ型
战士Ⅱ级导弹艇,国家,法国
战士Ⅱ级导弹艇,外贸,马来西亚，伊朗，希腊等
战士Ⅱ级导弹艇,前型/级,战士Ⅰ
马尔维纳斯群岛战争,名称,马尔维纳斯群岛战争
马尔维纳斯群岛战争,发生时间,1982年4月2日-6月14日
马尔维纳斯群岛战争,结果,英军获胜并重新占领群岛
马尔维纳斯群岛战争,导火线,1982年4月2日，阿根廷登岛
马尔维纳斯群岛战争,地点,福克兰群岛/马尔维纳斯群岛，南乔治亚和桑威奇群岛
马尔维纳斯群岛战争,名称,马尔维纳斯群岛战争
马尔维纳斯群岛战争,发生时间,1982年4月2日-6月14日
马尔维纳斯群岛战争,结果,英军获胜并重新占领群岛
马尔维纳斯群岛战争,导火线,1982年4月2日，阿根廷登岛
马尔维纳斯群岛战争,地点,福克兰群岛/马尔维纳斯群岛，南乔治亚和桑威奇群岛
警长制,中文名,警长制
警长制,外文名,JingChangZhi
警长制,意义,是司法警察的基层管理者
警长制,含义,人民法院司法警察的警长
靳殿华,中文名,靳殿华
靳殿华,民族,汉族
靳殿华,出生地,中国
靳殿华,逝世日期,1912年
萨姆-19防空导弹,中文名,萨姆-19防空导弹
萨姆-19防空导弹,服役时间,1988年
萨姆-19防空导弹,主要改型,通古斯卡-M1
萨姆-19防空导弹,国家,前苏联
高达山,中文名,高达山
高达山,别名,高成江
高达山,出生地,山东省蓬莱市下朱潘村
高达山,出生日期,1909年
法国“狂风”战斗轰炸机,中文名,法国“狂风”战斗轰炸机
法国“狂风”战斗轰炸机,外文名,Tornado Fighter Bomber
法国“狂风”战斗轰炸机,升限,15000米
法国“狂风”战斗轰炸机,作战半径,830~1390千米
F9F黑豹,中文名,F9F黑豹
F9F黑豹,研发单位,格鲁门(Grumman)公司
师尚诏,中文名,师尚诏
师尚诏,逝世日期,1553年
蔡杜松,民族,汉
蔡杜松,出生日期,1907年
蔡杜松,出生地,中国
蔡杜松,逝世日期,1936年
李石青,中文名,李石青
李石青,出生日期,1912
李石青,逝世日期,1942
蕲州之战,中文名,蕲州之战
蕲州之战,时间,唐乾符三年(876年)十二月
蕲州之战,国家,中国
F9F黑豹,中文名,F9F黑豹
F9F黑豹,研发单位,格鲁门(Grumman)公司
李石青,别名,李延年
杨乃银,中文名,杨乃银
杨乃银,出生日期,1904年
杨乃银,性别,男
杨乃银,逝世日期,1944年
海军博物馆,中文名称,海军博物馆
海军博物馆,外文名称,Naval Museum
海军博物馆,开放时间,旺季 5月-10月：08:30-17:30淡季 11月-4月：08:30-16:30
海军博物馆,门票价格,30元一人
海军博物馆,著名景点,海上展舰区
海军博物馆,建议游玩时长,建议2小时左右
海军博物馆,所属国家,中国
海军博物馆,所属城市,山东省青岛市
海军博物馆,适宜游玩季节,四季皆宜
海军博物馆,地点,山东省青岛市南区莱阳路8号
海军博物馆,占地面积,40000多平方米
黄绍逢,中文名,黄绍逢
黄绍逢,国籍,中国
黄绍逢,出生日期,1934
黄绍逢,出生地,福建省福鼎县秦屿乡屯头村
席君买,本名,席君买
席君买,主要成就,领兵一百二十人平定吐谷浑内乱
宋正亥,中文名,宋正亥
宋正亥,国籍,中国
宋正亥,职业,53569部队战士
宋正亥,主要成就,追记三等功
宋正亥,入伍时间,1978年3月
宋正亥,逝世日期,1979年3月
山子头战役,中文名,山子头战役
山子头战役,时间,1943年春
山子头战役,地点,泗洪县界集东北约6公里处
孙茂生,中文名,孙茂生
孙茂生,出生地,山东鱼台
孙茂生,民族,汉
孙茂生,出生日期,1904
孙茂生,逝世日期,1982
孙茂生,国籍,中国
勃朗宁M1903式手枪,中文名,勃朗宁M1903式手枪
勃朗宁M1903式手枪,类型,半自动手枪
勃朗宁M1903式手枪,设计师,约翰·勃朗宁
勃朗宁M1903式手枪,时间,1902年
勃朗宁M1903式手枪,子弹大小,9x20毫米
勃朗宁M1903式手枪,原产国家,比利时、美国
取水烈士,中文名,取水烈士
取水烈士,国籍,汉族
取水烈士,出生日期,1964年
取水烈士,性别,男
海军博物馆,中文名称,海军博物馆
海军博物馆,外文名称,Naval Museum
海军博物馆,开放时间,旺季 5月-10月：08:30-17:30淡季 11月-4月：08:30-16:30
海军博物馆,门票价格,30元一人
海军博物馆,著名景点,海上展舰区
海军博物馆,建议游玩时长,建议2小时左右
海军博物馆,所属国家,中国
海军博物馆,所属城市,山东省青岛市
海军博物馆,适宜游玩季节,四季皆宜
海军博物馆,地点,山东省青岛市南区莱阳路8号
陈李生,中文名,陈李生
陈李生,国籍,中国
陈李生,民族,汉族
陈李生,出生地,福建省浦城县水北街翁村
海军博物馆,占地面积,40000多平方米
赖天九,隶属部队,红三军团
赖天九,参加革命时间,1932年
赖天九,职务,红三军团战士
张鹏祺,中文名,张鹏祺
张鹏祺,外文名,无
张鹏祺,性别,男
张鹏祺,国家,中国
赖天九,中文名,赖天九
M4504自动手枪,中文名,M4504自动手枪
M4504自动手枪,口径,11.43mm
M4504自动手枪,重量,1020g
M4504自动手枪,弹容,8发
M4504自动手枪,全长,215.9mm
怛罗斯,中文名称,塔拉兹
怛罗斯,外文名称,Тараз，Taraz
怛罗斯,电话区号,+7 7262
怛罗斯,邮政区码,080000
怛罗斯,人口,351353人
怛罗斯,火车站,塔拉兹火车站
怛罗斯,车牌代码,08，H
怛罗斯,地理位置,哈萨克斯坦南部
红色魔鬼,中文名,红色魔鬼
红色魔鬼,前身,"""特别空勤团"""
红色魔鬼,时间,1941年
红色魔鬼,简称,SAS
前卫号核潜艇,中文名,前卫号核潜艇
前卫号核潜艇,外文名,The vanguard submarines
前卫号核潜艇,所属国家,英国
前卫号核潜艇,动力,原子能
程启波,中文名,程启波
程启波,国籍,中国
程启波,出生地,湖北黄安
程启波,出生日期,1904年
程启波,逝世日期,1933年
程启波,职业,革命者
程启波,信仰,共产党
程启波,性别,男
程启波,民族,汉族
郭铨,本名,郭铨
郭铨,所处时代,东晋
郭铨,民族族群,华夏
郭铨,出生日期,不详
郭铨,逝世日期,406年
郭铨,主要成就,鹰扬将军 梁州刺史 迁将军
郭铨,字号,字仲衡
郭铨,出生地,太原阳曲（今山西太原）
前卫号核潜艇,中文名,前卫号核潜艇
前卫号核潜艇,动力,原子能
前卫号核潜艇,所属国家,英国
贴片温度传感器,中文名,贴片温度传感器
贴片温度传感器,特点,安装方便等
前卫号核潜艇,外文名,The vanguard submarines
贴片温度传感器,专用于,物体表面温度测量
美国第173空降旅,中文名,美国第173空降旅
美国第173空降旅,组成,1963年3月26日
美国第173空降旅,组成地点,日本冲绳岛
美国第173空降旅,解散,1972年1月14日
毛拉-奥马尔,中文名,毛拉-奥马尔
毛拉-奥马尔,出生日期,1959年
毛拉-奥马尔,出生地,阿富汗坎大哈省诺德赫村
毛拉-奥马尔,信仰,伊斯兰教
拉菲尔·德·雷戈,外文名,Rafael del Riego y Nu&amp;ntilde;ez
拉菲尔·德·雷戈,出生日期,1784年4月9日
拉菲尔·德·雷戈,逝世日期,1823年11月7日
贴片温度传感器,精度,1/3DIN（0.15%）、A级（0.17%）
韩陵之战,攻下邺,今河北临漳西南
韩陵之战,立元恭为帝,（即节闵帝）
韩陵之战,孝庄帝,俘杀孝庄帝
韩陵之战,中文名,韩陵之战
星球突击队--绝地反击,中文名,星球突击队--绝地反击
星球突击队--绝地反击,游戏类型,策略类小游戏
星球突击队--绝地反击,大小,4.3 MB
星球突击队--绝地反击,按键,点击鼠标左键确认行动
星球突击队--绝地反击,发行日期,2011-07-21
反机动,中文名,反机动
反机动,外文名,counter manoeuvre
反机动,目的,制止和粉碎对方的机动
反机动,要求,加强侦察
反机动,解释,对抗敌方“机动”的作战行动
韩九龄,中文名,韩九龄
韩九龄,国籍,中国
韩九龄,职业,革命家
韩九龄,毕业院校,平定中学
韩九龄,信仰,共产主义
韩九龄,主要成就,成立荫营抗日义勇军
韩九龄,政治面貌,中共党员
韩九龄,逝世日期,1944年
肖登良,中文名,肖登良
肖登良,出生日期,1931年
肖登良,主要成就,无私奉献
肖登良,逝世日期,2007年3月28日上午11时15分
现代核生化武器,书名,现代核生化武器
现代核生化武器,页数,181
现代核生化武器,出版时间,2009-1-1
林大福,中文名,林大福
林大福,国籍,清朝
林大福,出生日期,1899年2月
林大福,政治面貌,党员
胡瑞英,中文名,胡瑞英
胡瑞英,国籍,中国
胡瑞英,出生地,江苏省江阴县（现江阴市）
胡瑞英,出生日期,1915年10月15日
胡瑞英,逝世日期,2003年7月8日
胡瑞英,性别,女
胡瑞英,民族,汉
黎原,中文名,黎原
黎原,别名,原名关俊彦
黎原,毕业院校,南京中央军校第十一期
黎原,职业,中国人民解放军高级将领
黎原,出生地,河南省息县
黎原,军衔,少将
黎原,逝世日期,2008年12月18日
瑞士“厄利康RWK-014”式多管火箭炮,中文名,瑞士“厄利康RWK-014”式多管火箭炮
