崔思权,出生日期,1918
崔思权,主演,陈
管科龙,出生日期,1882
张亚益,出生地,福建省福鼎县沙埕乡敏灶村人
洪顺弟,出生日期,1915
洪顺弟,出生地,福建省福鼎县点头镇柏柳村人
邹大兴乡,出生日期,1915东下册村人
朱洪范。,出生日期,1922年
绍兴名人辞典,出生日期,1914
绍兴名人辞典,出生日期,1936
廖士,出生日期,1922
吴妹奴,出生日期,1911年年
ATIS,作者,费伦蒂公司
金名世军。,字,吾宣洽
皖南。,出生日期,1883
皖南。,字,子晋
宋念德,出生日期,1929年81969年
宋念德,出生地,河南省西平
王细水,出生日期,1910年5月
王细水,国籍,中国共产党
 。,出生日期,1914
汉,出生日期,19437月
夏汝贤为汝,出生地,四川
夏汝贤为汝,导演,夏
陈仁峰 ,出生日期,1882
陈仁峰 ,出生地,福建省漳平县永福乡岭村人年
林承吉,出生日期,1915
林承吉,出生地,江西省宜春县
韩起,字,受
习近平一等功,国籍,中国
李福棠棠,国籍,中国共产党
李福棠棠,作者,李福
郑宗照,出生日期,1910
郑宗照,出生地,福建省龙岩县
廖彬,出生日期,1902
廖彬,民族,汉族
廖彬,出生地,江西省宁都县
廖彬,国籍,中国共产党
凡尔赛和约。,成立日期,1919
凡尔赛和约。,国籍,德国
尹兴学,国籍,中国共产党
。,歌手,曾
陈庭辉,出生地,福建省
柳庆想村,出生日期,1910
柳庆想村,出生地,福建省寿宁县竹管垄乡山后村人年
张宗翰,出生日期,1913
张宗翰,出生地,福建省龙岩县
张宗翰,国籍,中国
南洋,出生日期,1880
南洋,国籍,中国
马尔基安·米哈伊洛维奇·波波夫,毕业院校,俄罗斯军事学院
胡安吉,出生日期,1902.
连椿使,出生日期,1891
连椿使,出生地,福建省龙岩县
黄麻,出生日期,1901
黄麻,出生地,河南省新县
林寿堂军73,出生日期,1923年5月
林寿堂军73,出生地,福建省村人
陆仁良,出生日期,1924
无赫斋诗草,出生日期,1877
无赫斋诗草,字,晓柳
苏广适,出生日期,1915
阙启普,出生日期,1918年
唐井然,民族,汉族
唐井然,出生日期,1907
唐井然,出生地,湖南宁乡
唐井然,毕业院校,黄埔军校
永安村,出生日期,1901年11月8日9月
永安村,字,子敬
永安村,国籍,中国共产党
赵蔓子。索,出生日期,1905
赵蔓子。索,出生地,陕西户县
张咏可,出生地,重庆年
张咏可,国籍,中国共产党电视集团
赵士槐,出生日期,1883
赵士槐,出生地,海南文昌
赵士槐,国籍,中国
赵士槐,毕业院校,日本陆军士官学校年9月
邱阿要,出生日期,1914
邱阿要,出生地,福建省福鼎县硖门乡东稼村人
兰凤文,出生日期,1925年
南非制造。并,国籍,伊拉克
郭华辉,出生地,广东省阳春县
陈阿细,出生日期,1916
陈阿细,出生地,福建省
陈阿细,出生地,龙井
张午,出生日期,1920
张午,出生地,陕西省长安
林仁飘,出生日期,1911
林仁飘,出生地,福建省福鼎县秦屿乡佳阳村人
学习者意愿,国籍,中国
鲁有芳,出生地,江西省余干县港三村人2月
赵映乘,字,涵
赵映乘,出生日期,1619
赵映乘,朝代,明末清初
赵映乘,民族,犹太人映
赵映乘,朝代,清朝
太,出生日期,1200年月
学Arduino玩转乐高机器人 ,出版社,人民邮电出版社
张营,国籍,中国共产党
施泰尔,编剧,Pi
梁祗,号,达濂
梁祗,出生地,湖南化
梁祗,作者,师
梁祗,出生日期,1949
叶祖珪提督洋海军兼广东,出生日期,1852年船政学堂
纳干,主演,伊热
楚灭舒鸠,歌手,周
陈吉五,出生日期,1926
陈吉五,出生地,福建省古田县
卢肇西,出生日期,1906
卢肇西,出生地,福建省永定县
卢肇西,国籍,中国共产党年山
卢肇西,成立日期,1929年
卢肇西,出生日期,1930年年
陈煐,国籍,中国共产党
陈煐,国籍,中国人民
陈炎清,出生日期,1910
陈炎清,出生地,湖北省黄安
陈炎清,国籍,中国
吴迪吉基,出生日期,1907
吴迪吉基,字,惠民
游击队。,出生地,福建省邵武
邹南斗,出生日期,1896
邹南斗,出生地,福建省清流县黄
马克斯·安德烈耶维奇·列伊捷,出生日期,1886
余仁祥山,出生日期,1911
余仁祥山,出生地,江西省德兴县
梁必骎队长。,民族,汉族吉安
梁必骎队长。,毕业院校,吉安高级中学
梁必骎队长。,毕业院校,西安航空学院
曾晴初,出生日期,1899
曾晴初,字,宇明
曾晴初,出生地,四川隆昌
曾晴初,出生日期,18998月
鲜春,出生地,四川年
鲜春,国籍,中国共产党
郑瑞献,出生地,福建省建瓯县迪口乡郑魏村人瓯魏村10月日
沈德琪,出生日期,1880
陈富林,出生地,四川省
阿戈斯塔级潜艇。阿戈斯塔戈斯,国籍,西班牙
林孝锦溪。,出生日期,1916年
林孝锦溪。,出生地,咸村年年月
尚文玉,出生日期,一九二一年七月
尚文玉,出生地,湖北省
朴先锋,国籍,中国共产党
袁满囤,出生日期,1961村人2月
黄伯初,出生地,广西灵山县沙坪乡双六村人
黄伯初,出生日期,1979年
新垣衍。,主演,辛时期
新垣衍。,父亲,魏王
张锦盛,出生日期,1907
张锦盛,出生地,福建省
张锦盛,出生日期,1936年百斗村
简崇德,出生日期,1898
简崇德,出生地,福建省南靖县
蔡起八,出生日期,1917
蔡起八,出生地,福建省漳平
钟凤朝,出生日期,1936
钟凤朝,出生地,福建人
钟凤朝,民族,畲族
黄星炎,毕业院校,中央军校第四分校
顾正光花园。,出生日期,1914
顾正光花园。,出生日期,1914
顾正光花园。,出生地,盘龙庄村
殷福县。,出生地,河南林州市合
马家,出生日期,1934年
马家,国籍,中国共产党
范志贵。庆,出生日期,1914
范志贵。庆,出生地,福建省寿宁县鳌阳镇
张事志,出生日期,1916
张事志,国籍,中国共产党
限制海军,成立日期,1922年12月
王万,父亲,务农
王万,成立日期,1929
王万,国籍,中国共产党5月
王万,丈夫,蒋介石日庭
吴宜辉,出生日期,1904福鼎县管阳乡唐阳村人年
潘遐龄,出生日期,1900
潘遐龄,出生地,湖北黄安
潘遐龄,作者,七
潘遐龄,成立日期,1929
易汉文,出生日期,1907
易汉文,国籍,中国共产党年
黄德振,祖籍,福建省政和县杨源乡洞宫村人
杨佛如月亭。,出生日期,1913
杨佛如月亭。,祖籍,湖北石首县
杨佛如月亭。,主演,杨彬
上将,出生日期,1921
上将,作者,乌克兰
上将,出生日期,1944.
陈魏德,出生日期,1916年
邱夏古,出生日期,1905
邱夏古,出生地,福建省福鼎县点头乡柏柳村人
韦国兴,出生日期,1949
韦国兴,祖籍,余杭县临平镇
J··宾福德·皮伊三世,毕业院校,弗吉尼亚军校
傅钟长征。中华,出生日期,1900
傅钟长征。中华,出生地,四川省叙永县
傅钟长征。中华,国籍,中国共产党7月
马祖里湖战役维奇·日林斯基,出生日期,19148月17日
林诗智,出生日期,1929
林诗智,出生地,福建省仓山区
邓少东,出生日期,1910年9月宣化年月生
邓少东,国籍,中国
陈后房,出生日期,1922福清县海口镇斗垣村人
江朝火,出生日期,1899
江朝火,出生地,福建省龙岩县霞村人
张承赐,出生日期,1901
张承赐,出生地,福建省龙岩县
张承赐,国籍,中国共产党
道光,出生地,福建
道光,导演,阮
道光,上映时间,1822
唐新清,出生日期,1892
唐新清,出生地,福建省永定县高陂乡人
唐新清,成立日期,1929年
唐新清,国籍,中国共产党
希特勒失落的潜艇,上映时间,2004年
库尔干,出生地,库尔干
沈品家,出生日期,1928
沈品家,出生地,均
海上联合进行进行进行了,国籍,中国
海上联合进行进行进行了,丈夫,习近平
海上联合进行进行进行了,丈夫,习近平
炮船木质船身外包,国籍,英寸
龙文远战士。1950,出生日期,？年12月
张超定,出生日期,1967年4月
张超定,民族,汉族
张超定,出生地,湖南政治学院
张超定,国籍,中国共产党1109
张超定,毕业院校,炮兵学院0712
张超定,国籍,中国人民09
张超定,出生地,西安
张超定,国籍,中国人民
陈继全,出生日期,1905
曹家山村,出生地,四川省万源县
詹启麟,出生日期,1940
中国第七军,出生日期,1948年年月
萧良书,出生日期,1915年8月25日仁
萧良书,成立日期,1929
萧良书,国籍,中国共产党
方红霄。,民族,汉族
方红霄。,出生日期,1970
方红霄。,出生地,湖南省岳阳市
方红霄。,国籍,中国
周士标,出生日期,1922年1月
陈居玺,出生日期,1899
陈居玺,出生地,广西平南县思旺区镇西乡上邓村人
孟亚夫,出生日期,1929
孟亚夫,出生地,河北省卢龙县
胡沛金,出生日期,1923桂平
苏仰英,出生地,潮州
孟子学生,朝代,战国
龙岩,出生日期,1908
龙岩,出生地,福建省龙岩县
龙岩,出生地,龙门镇湖坑村人
山云级导弹驱逐舰,成立日期,1966
何际元作战。。,出生日期,1908
何际元作战。。,出生地,湖南宁乡
何际元作战。。,毕业院校,黄埔军校
何际元作战。。,主演,沅江
何际元作战。。,出生日期,1949年年11月
敌后城市,出生日期,1910年
陈仕,民族,汉族
陈仕,出生日期,1902
陈仕,出生日期,1929
陈仕,主演,陈士
林水芳,出生日期,1894乡人年3月年
林水芳,主演,浦
宋铁英,出生日期,1903顺
宋铁英,毕业院校,中央军校分校
宋枝春格人。,出生日期,1944年
卢祖炎,出生地,湖北黄安
卢祖炎,出生日期,1909
陆思,出生日期,1923
郭挺树,出生日期,1903
范鹰,出生日期,1962
范鹰,出生地,河北邯郸
范鹰,毕业院校,西安理工大学
张益炜,出生日期,1920
张益炜,出生地,山西省阳曲县
张益炜,国籍,中国共产党
方加云,出生日期,1930
方加云,作词,桐庐县凤乡西庄村人
长谷川好道,出生日期,1850年10月1日豪
马禄编骑兵禄。,出生日期,1895
马禄编骑兵禄。,字,福山
马禄编骑兵禄。,民族,回族
马禄编骑兵禄。,祖籍,青海省化隆县
马禄编骑兵禄。,出生日期,1938
马禄编骑兵禄。,主演,洛川
马禄编骑兵禄。,出生日期,1947
龙岩游击队,出生地,福建省龙岩县
朱景武,出生日期,1911
朱景武,出生地,陕县
樊城之,父亲,关羽襄阳郡治襄阳
廖全旺,出生日期,1900
廖全旺,出生地,福建省龙岩县
陆军,上映时间,1983
汪维裕,出生日期,1909
汪维裕,出生地,安徽省金寨县渔潭乡人
沙彦荘,出生日期,1917
沙彦荘,出生日期,1982年2
张岩红,出生日期,1962年
张岩红,民族,汉族
张岩红,出生地,山西省沁水
诸葛亮,朝代,蜀汉
诸葛亮,朝代,蜀汉
沈瓞民绵,出生日期,1878
沈瓞民绵,字,瓞民
沈瓞民绵,出生地,浙江钱塘
沈瓞民绵,毕业院校,浙江大学早稻田大学
李应朝,出生日期,1942年
阮籍奚,出生日期,1889
阮籍奚,字,梦桃
阮籍奚,出生地,江苏淮安
阮籍奚,国籍,中国
阮籍奚,毕业院校,南京宁德师范学堂
阮籍奚,出生地,山阳县年11月
任,国籍,中国共产党年
李,出生日期,1892
李,祖籍,四川江津市3月
新蜀报,所在城市,南京
钓鱼岛,国籍,中国共产党
钓鱼岛,丈夫,习近平
黄右岐战士。,出生日期,1917年
黄右岐战士。,出生地,寅阳乡六村人
机枪。英雄。,出生日期,1903
机枪。英雄。,毕业院校,黄埔军校学校
陆军,国籍,中国
陆军,国籍,日本
莫文清,民族,汉族
井冈山革命根据地,出生日期,1928年
井冈山革命根据地,国籍,中国
耿飚,出生日期,1909年8月26日
耿飚,出生地,湖南
耿飚,国籍,中国
聂由兴,出生日期,1930
聂由兴,出生地,武宁县
钟远剑,民族,汉族
钟远剑,出生地,广西贺州市
钟远剑,毕业院校,广西民族大学
沈祥风梧,出生日期,1899年6月
沈祥风梧,出生地,上海市
沈祥风梧,祖籍,崇明协
沈祥风梧,父亲,沈
陈凤烈,出生日期,1918
陈凤烈,出生地,福建省莆田市涵江区庄边吉村人年6月
堤镇,出生日期,1914
堤镇,出生地,浦东桥
陈振裤,出生日期,1890
陈振裤,出生日期,1935
林开丰村人,出生日期,1907
林开丰村人,出生地,福建省龙岩
沈廷发,出生日期,1930
沈廷发,出生地,新昌乡村
李渊,字,士则
李渊,出生地,平陵恭
渭南,朝代,唐朝
伪海军包围,出生日期,1895
伪海军包围,出生地,福建省连江县
杜立特尔立特尔,导演,詹姆斯
杜立特尔立特尔,出生日期,189612月14日·
陈佟矩,出生日期,1908
陈佟矩,出生地,河南商城
张柏川,出生日期,1913
张柏川,民族,土家族
张柏川,出生地,湖南桑植县
尹福元风云,民族,汉族
尹福元风云,出生日期,1922年1月
尹福元风云,出生地,山东省牟平县
尹福元风云,出版社,中国工人出版社
蒋亚密,出生日期,1909
蒋亚密,出生地,福建省福鼎县沙埕乡敏灶村人
刘树果,民族,汉族
刘树果,出生日期,1972年1月
饶远仙,出生地,福建省福州市
饶远仙,出生日期,1947年
利奥波德·马克西米利安·约瑟夫·玛利亚·阿努尔夫,出生日期,1846年月日
雷家员,出生日期,1895
雷家员,民族,畲族
雷家员,出生地,福建省福鼎县白琳乡村人
童伯吹,民族,汉族
姚佐唐,出生日期,189810月
姚佐唐,民族,汉族
姚佐唐,出生地,安徽省桐城县
姚佐唐,国籍,中国共产党
张伯权,出生地,湖北
张伯权,民族,汉川
张伯权,毕业院校,黄埔军校
肖道生,出生日期,19168月13日
肖道生,出生地,湖南
肖道生,国籍,中国秩堂
燕一,毕业院校,贵州省政法学校
布局-中国古代军事地理大势,出生日期,1969
布局-中国古代军事地理大势,毕业院校,北京师范大学沉坠
潘寿才将军长征。,出生日期,19062月
潘寿才将军长征。,出生地,河南省新县
陆军。,出生日期,1907年
巫金峰,出生日期,1914
巫金峰,出生地,江西省南康
郭绪殊,出生日期,1910南安县蓬华乡蓬岛村人
蒋松元,出生日期,1935年
特克诺纤维公司,总部地点,意大利
黄祥禧,出生地,福建省
姚益姆,出生日期,1920年
姚益姆,出生地,福建省平潭县中楼乡太平村
格雷格尔施特拉塞,出生日期,1892年
格雷格尔施特拉塞,出生地,巴伐利亚
赵遵康,出生日期,1913
赵遵康,国籍,中国
赵遵康,国籍,中国共产党
董长铃溪,出生日期,1892
董长铃溪,国籍,中国共产党年
林章海。,出生地,临安县
艾地,出生日期,1923学校
冈奇金·布曼增迪,出生日期,1881年月11日9月年9月
余佩深,出生日期,1897
余佩深,出生地,江西省弋阳县
余佩深,成立日期,1929年
陈海涵。,出生日期,1914
陈海涵。,出生地,福建人
陈海涵。,国籍,中国共产党
陈海涵。,作者,中国人民政治
徐如璧,出生日期,1915
徐如璧,出生地,江西省资溪县
徐如璧,国籍,中国共产党
徐如璧,毕业院校,南京军事学院
吴天桂,出生日期,1925
吴天桂,出生地,福建省惠安县涂岭乡寨后村人
王恩九 ,出生日期,1901
王恩九 ,国籍,中国共产党
陈养,出生日期,1903
陈养,出生地,福建省龙岩县安乡高林村人
王佐农行动。,出生日期,1926
王佐农行动。,国籍,中国共产党
抬,简称,江南制造局
抬,出品公司,山西机器局
抬,出生地,陕西
延安作战。,出生日期,1915
延安作战。,祖籍,湖北麻城市乘马区
延安作战。,作者,银村
延安作战。,国籍,中国
王政柱。长征。,国籍,中国共产党
谢石仕,出生日期,1909
谢石仕,出生地,福建省龙岩县
罗伯特·利文斯顿·利文斯顿,出生日期,1746年月27日2月
吴秋良,出生日期,1919古田县凤都镇石峰村人
陈宗甫,出生日期,1897
陈宗甫,出生地,江西省宁都县竹
岛田繁太郎参谋长。。侵华长官。,出生日期,1883年年
岛田繁太郎参谋长。。侵华长官。,成立日期,1948年
胜利后的,出生日期,1928
胜利后的,出生地,户县年年
英雄的幼苗罪名皋。,上映时间,1964年
。,国籍,中国
公孙范,出生地,辽西
公孙范,朝代,东汉
高曾介,出生日期,1874南皮
高曾介,出生日期,1898年
高曾介,毕业院校,成城学校
高曾介,毕业院校,日本陆军士官学校
林妃来,出生日期,1979年
李源智,出生日期,19271月
李源智,出生地,山东文登年大学
林龙发,出生地,"福建省上杭县。
"
洪石生,出生日期,1947东安县年10月
洪石生,出生地,东安县年
张御石,出生地,福建省福鼎县白琳乡旺兴头村人
贾东风,出生地,河北省磁县
黄赞庚,祖籍,福建省政和县杨源乡洞宫村人
孙阿根（,出生日期,1930
孙阿根（,祖籍,余杭
芦德儒,出生日期,1900
芦德儒,出生地,湖北大悟
廖国炳,国籍,中国共产党
尹欣欣,民族,汉族12月
徐焕降,出生地,浙江
徐焕降,出生地,慈溪县
陈金河,出生日期,1921滕州市
陈金河,国籍,中国共产党
拓跋朝光,朝代,唐朝
孟加拉。联合国的干预,出生日期,1971年11月21日年月日
孟加拉。联合国的干预,国籍,巴基斯坦
孟加拉。联合国的干预,国籍,巴基斯坦
孟加拉。联合国的干预,国籍,巴基斯坦12月日
孟加拉。联合国的干预,国籍,巴基斯坦12月年11月日12月
林文棍,出生地,福建省9月
陈洪利,出生日期,1910年
陈洪利,出生地,福建省大田梅山乡年初
谷干城子爵。。相。,出生日期,1837年3月
谷干城子爵。。相。,出生日期,1911江户时代勋一
谷干城子爵。。相。,主演,萨陆军士官学校
谷干城子爵。。相。,毕业院校,外交
鼎泰红军,出生日期,1911
鼎泰红军,出生地,福建省福鼎县贯岭乡何坑村人
士官,出生日期,1891
士官,出生日期,1910士官学校
石必忠,出生日期,1919
石必忠,出生地,广西上林县巷贤镇灵村人
石必忠,民族,壮族
hur。,出生日期,1582拉特
hur。,编剧,卫拉特拉特三世
hur。,民族,蒙古语
曹刚川,民族,汉族
曹刚川,出生地,河南舞钢
曹刚川,毕业院校,炮兵军事工程学院
廖美奇,出生日期,1921
廖美奇,民族,壮族县龙美乡
于再,出生日期,1921
于再,祖籍,余杭县
梁钟亭,出生地,汶上年年6月
电子战技术,出版社,研究
黄述俤,出生日期,1915年
黄述俤,祖籍,福建省闽清县
苏世良,出生地,福建省福鼎县桐城乡柯岭村人
鲁僖公三十三年对峙,父亲,斗
红二十四军余部,成立日期,1931志华年
侯拔仑,出生日期,1906
侯拔仑,出生地,江苏无锡
侯拔仑,毕业院校,南京中央军校
盛祖平,出生日期,1933
杨虎臣,出生日期,1914
杨虎臣,出生地,湖北天门
杨虎臣,出生日期,1914
邓晋康。晋。,出生日期,1889
邓晋康。晋。,字,晋康
邓晋康。晋。,出生地,四川营山县
邓晋康。晋。,成立日期,1955年月
邓晋康。晋。,出生日期,1964年3月
瓦德西拳乱笔记,出生日期,公元1900年月日
瓦德西拳乱笔记,出生日期,1900年月瓦德
麦克,国籍,日本
秦大茂,出生日期,196312
秦大茂,民族,汉族
秦大茂,出生地,重庆市
秦大茂,毕业院校,函大
秦大茂,国籍,中国共产党
徐延东,民族,汉族
徐延东,出生日期,1962年
。,出生日期,1923
。,主演,治
全州事故。。,毕业院校,全州
全州事故。。,出版社,全州
莫肇昭,出生地,忠县
莫肇昭,国籍,中国共产党
谢木根,出生地,福建省
张希孟,字,希
柯秋生,出生地,广东省雷州3月
王肇锴,出生日期,1916
王肇锴,出生地,福建省莆田县白沙乡东泉村人
吴小坞游击队,出生地,安徽省年
钟炳昌,出生日期,1915
钟炳昌,出生地,江西省兴国县
钟炳昌,国籍,中国
元首司令。侵略,出生日期,1891年11月15日10月
元首司令。侵略,国籍,德国年年年10月
王烈佃,出生地,福建省福鼎县店下乡马山村
王瑞秋,出生地,湖南湘潭
王瑞秋,出生日期,1897
傅仲战士。,出生地,西
金仁先,出生日期,1901
金仁先,出生地,湖北英山
金仁先,民族,汉族
美前如果你控制了粮食如果你控制,作者,乔治
刘木法,出生日期,1956
刘木法,出生地,福建省沙县夏茂俞村人8月
刘木法,国籍,中国共产党
梁铁顺,出生地,新疆维吾尔自治区
少将。,出生日期,1905
陆军,出生日期,1888
穆赞雪父之冤宪臣君,出生日期,748
穆赞雪父之冤宪臣君,字,相明兵东都
樱桃。,出生日期,1916年
樱桃。,出生地,福建省建宁县濉安
陈有实,出生日期,1871年
陈有实,出生地,福建省漳平县永福乡适榕村人
钟庆楠,出生日期,（
钟庆楠,出生日期,1926
钟庆楠,民族,畲族
钟庆楠,出生地,福建省年日
钟庆楠,出生日期,4月
姚洪章,民族,汉族3月
姚洪章,出生地,荣成市荫子镇前荫子夼村
姚洪章,编剧,洪
吴开谋革命烈士,出生日期,1910泽村年6月
王三海,出生日期,1923
王三海,出生地,江苏省
。,出生日期,1912
。,出生地,江西省永新县
张思德,歌手,张行
张思德,出生日期,1878
张思德,歌手,张行
詹金长,出生日期,1918
莫廷遂,出生地,广西横县3月
陆起如,出生日期,1884
陆起如,出生地,福建省
蒙宋寿春之战发生,出生地,蒙古
谭国联,出生日期,1904
谭国联,民族,壮族
谭国联,出生地,广西东兰县大同区板坡村人
黄庆万。,出生日期,（
黄庆万。,出生日期,1920人
周福,父亲,周
周福,出生日期,1944年
靑战斗,主演,金
靑战斗,主演,金
潘家万,出生日期,1910
潘家万,出生地,河南新县
李顺宏,出生日期,196311
李顺宏,出生地,江西南昌人大学
AD100是达索有限公司,所在城市,南京
孙书云。他,出生日期,1963北京大学
孙书云。他,毕业院校,牛津大学
董完白寿县正阳甲种商部队。连县长。完白,出生日期,1901庙镇
董完白寿县正阳甲种商部队。连县长。完白,导演,董
董完白寿县正阳甲种商部队。连县长。完白,作者,董完
董完白寿县正阳甲种商部队。连县长。完白,导演,董
董完白寿县正阳甲种商部队。连县长。完白,导演,董
嘉靖年纨。宗宪,祖籍,汝宁卫
卢镗,朝代,明朝
陈平宗宪山脚,出生日期,1553
陈平宗宪山脚,主演,汤克宽
陈平宗宪山脚,出生日期,1562
郭继枚故里,出生日期,1893
郭继枚故里,出生地,广东增城
郭继枚故里,国籍,中国育才学堂南洋
郭继枚故里,主演,增城
于服役,出生日期,1897年7月9日12月
于服役,国籍,美国
段帅,出生日期,1986
段帅,祖籍,河南省偃师市翟镇镇四
林立山山山爱国,出生日期,1881
林立山山山爱国,字,力山学堂
黑牢,出生地,四川年慰诗篇
邱志元,出生日期,1921
邓竹修,出生日期,1905
邓竹修,出生地,湖南常宁
邓竹修,毕业院校,黄埔军校
第二次世界大战,出版社,广西师范大学出版社
第二次世界大战,作者,钮先
汪禹宗一九二九年,出生地,河南新县
汪禹宗一九二九年,国籍,中国共产党
肖阳忠,出生地,青海省
肖阳忠,国籍,中国人民
奥萨战争,出生日期,1848年
同治,出生地,福州
同治,国籍,法国人12月年4月日
康天亮,出生日期,1925
张景雅,出生日期,1895
张景雅,出生地,湖南澧县溪楼
于笑虹,出生日期,1914
于笑虹,出生地,山东省即墨县
于笑虹,国籍,中国共产党
唐宇纵,出生日期,1890
唐宇纵,出生地,云南会泽
唐宇纵,毕业院校,中央军校第三分校
莫成武,祖籍,广西忻城县安东乡桃源村
陈存世,出生日期,1907
陈存世,出生地,镇海县年5月
陈仪福,出生日期,1914
陈仪福,出生地,江西省宁都县固
陈家谷口之战战役。熙,朝代,北宋
陈家谷口之战战役。熙,朝代,北宋
蒋竞英,出生日期,1900
陈宝应。嘉五年,妻子,。天
延安军政,出生日期,1908
延安军政,出生地,广东佛山年
延安军政,国籍,中国共产党月
何孟雄,出生日期,1898年月2日
何孟雄,字,国正
何孟雄,号,孟年
奥托·恩斯特·辛斯坦·里欧·冯·毕洛,出生日期,1857年1月18日3月·
谢先桂,导演,朱
刘卓明,出生日期,1954
刘卓明,出生地, 大悟
刘瑞方,出生日期,1915
刘瑞方,出生地,天津人
刘瑞方,民族,回族
刘瑞方,国籍,中国共产党
孟洪喜 ,民族,汉族
孟洪喜 ,出生日期,1951
孟洪喜 ,出生地,山西省洪洞县大槐树镇贾村年
孟洪喜 ,国籍,中国共产党
黄相水,出生日期,1923
黄相水,国籍,中国
孔凡鲁 ,出生日期,1951
孔凡鲁 ,出生日期,1972年
孔凡鲁 ,国籍,中国共产党
黄麻,所在城市,武汉市
王保荣,出生地,安徽省
柳知一,出生日期,1913
鞠文进,出生日期,1926
鞠文进,出生地,山东文登
吴阿浪,出生日期,1909
吴阿浪,出生地,福建省柘荣县东源乡人
吴阿浪,国籍,中国共产党
练奎金,出生日期,1929
抗日,出生日期,1890
抗日,出生地,广西藤县南安乡
赖谷良,出生日期,1905义镇
黄异,出生日期,192l
黄异,毕业院校,宣城
黄异,国籍,中国共产党
邹作华营长。功团长。,出生日期,1894
邹作华营长。功团长。,字,岳
邹作华营长。功团长。,毕业院校,保定军校第五期炮兵科
